first_name,middle_name,last_name,gender,country,country_code,nationality,birth_date,passport_number,passport_mrz,passport_issue_date,passport_expiry_date,client_id
Jost,,Keller,M,Switzerland,CHE,Swiss,1973-12-24,HY3164577,"['P<CHEKELLER<<JOST<<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'HY3164577CHE731224<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-08-28,2032-08-27,5609
Mayr,Schmid,Steiner,M,Austria,AUT,Austrian,1971-09-01,RP3062343,"['P<AUTSTEINER<<MAYR<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'RP3062343AUT710901<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-06-28,2032-06-27,7962
Geertje,Charlotte,Dekkers,F,Netherlands,NLD,Dutch,2003-02-13,KA3410238,"['P<DEKKERS<<GEERTJE<CHARLOTTE<<<<<<<<<<<<<<<<<', 'KA3410238030213<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-06-19,2031-06-18,8116
García,Jiménez,Soto,M,Spain,ESP,Spanish,1997-10-15,VV2304795,"['P<ESPSOTO<<GARCÍA<JIMÉNEZ<<<<<<<<<<<<<<<<<<<<', 'VV2304795ESP971015<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-11-20,2029-11-19,948
Lorenz,Schmidt,Schmitt,M,Germany,DEU,German,1981-01-07,FY6028491,"['P<DEUSCHMITT<<LORENZ<SCHMIDT<<<<<<<<<<<<<<<<<', 'FY6028491DEU810107<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-04-24,2030-04-23,174
Heta,Johanna,Lehtinen,F,Finland,FIN,Finnish,2000-01-06,OJ5533720,"['P<FINLEHTINEN<<HETA<JOHANNA<<<<<<<<<<<<<<<<<<', 'OJ5533720FIN000106<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-02-10,2034-02-09,8324
Egli,,Suter,M,Switzerland,CHE,Swiss,1956-02-23,CQ8217538,"['P<CHESUTER<<EGLI<<<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'CQ8217538CHE560223<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-07-18,2033-07-17,346
Lea,Amanda,Frey,F,Switzerland,CH,Swiss,1958-07-12,WX8982820,"['P<CHEFREY<<LEA<AMANDA<<<<<<<<<<<<<<<<<<<<<<<<', 'WX8982820CHE580712<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-03-31,2028-03-30,7996
Mikkelsen,Krog,Madsen,M,Denmark,DNK,Danish,1963-06-10,LH9320806,"['P<DNKMADSEN<<MIKKELSEN<KROG<<<<<<<<<<<<<<<<<<', 'LH9320806DNK630610<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-01-04,2033-01-03,9030
Lilli,Henriette,Neumann,F,Germany,D,German,1980-05-31,XN1381130,"['P<DEUNEUMANN<<LILLI<HENRIETTE<<<<<<<<<<<<<<<<', 'XN1381130DEU053180<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-03-15,2031-03-14,6844
Anouk,Ilona,Peeters,F,Netherlands,NLD,Dutch,1983-04-06,NF6180678,"['P<PEETERS<<ANOUK<ILONA<<<<<<<<<<<<<<<<<<<<<<<', 'NF6180678830406<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-10-15,2032-10-14,180
Daniela,Agnes,Larsen,F,Denmark,DNK,Danish,1972-08-09,CD7209165,"['P<DNKLARSEN<<DANIELA<AGNES<<<<<<<<<<<<<<<<<<<', 'CD7209165DNK720809<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-01-06,2029-01-05,6078
Anna,Corinne,Kammermann,F,Switzerland,CHE,Swiss,1993-03-05,JJ3754420,"['P<CHEKAMMERMANN<<ANNA<CORINNE<<<<<<<<<<<<<<<<', 'JJ3754420CHE930305<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-01-08,2033-01-07,3738
Pierre,Louis,Robin,M,France,FRA,French,1974-04-22,TV7177756,"['P<FRAROBIN<<PIERRE<LOUIS<<<<<<<<<<<<<<<<<<<<<', 'TV7177756FRA740422<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-06-05,2026-06-04,9202
Ophélie,Delphine,Lambert,F,France,FRA,French,1971-03-22,JY6456121,"['P<FRALAMBERT<<OPHÉLIE<DELPHINE<<<<<<<<<<<<<<<', 'JY6456121FRA710322<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-11-06,2031-11-05,7398
Michiels, Jacobs,Maes,M,Belgium,BEL,Belgian,1955-01-23,AG8884229,"['P<BELMAES<<MICHIELS< JACOBS<<<<<<<<<<<<<<<<<<', 'AG8884229BEL550123<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-04-09,2023-04-08,1853
Kristiina,Anniina,Voutilainen,F,Finland,FIN,Finnish,1986-05-21,UU9468144,"['P<FINVOUTILAINEN<<KRISTIINA<ANNIINA<<<<<<<<<<', 'UU9468144FIN860521<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-09-30,2028-09-29,9666
Daphné,Camille,Lecomte,F,Belgium,BEL,Belgian,1991-03-27,ZJ7647497,"['P<BELLECOMTE<<DAPHNÉ<CAMILLE<<<<<<<<<<<<<<<<<', 'ZJ7647497BEL910327<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-03-08,2024-03-07,4179
Nørregaard,Bjerregaard,Højgaard,M,Denmark,DK,Danish,1965-10-15,GJ4421339,"['P<DNKHØJGAARD<<NØRREGAARD<BJERREGAARD<<<<<<<<', 'GJ4421339DNK651015<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-10-27,2031-10-26,4945
Maarika,Johanna,Hiltunen,F,Finland,FIN,Finnish,1968-05-21,VT6545053,"['P<FINHILTUNEN<<MAARIKA<JOHANNA<<<<<<<<<<<<<<<', 'VT6545053FIN680521<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-01-08,2030-01-07,5897
Becker,Neumann,Schmidt,M,Germany,DEU,German,1990-03-06,AK0057082,"['P<DEUSCHMIDT<<BECKER<<<<<<<<<<<<<<<<<<<<<<<<<', 'AK0057082DEU900306<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-07-02,2034-07-01,5299
Eleonora,Francesca,Romano,F,Italy,ITA,Italian,1994-10-18,DR8461000,"['P<ITAROMANO<<ELEONORA<FRANCESCA<<<<<<<<<<<<<<', 'DR8461000ITA941018<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-05-20,2027-05-19,1639
Olsen,Jørgensen,Kristensen,M,Denmark,DNK,Danish,1984-07-04,RC9745738,"['P<DNKKRISTENSEN<<OLSEN<JØRGENSEN<<<<<<<<<<<<<', 'RC9745738DNK840704<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-03-08,2028-03-07,9454
Daniëlle,Yara,Schipper,F,Netherlands,NLD,Dutch,1968-11-16,UO0030081,"['P<NLDSCHIPPER<<DANIËLLE<YARA<<<<<<<<<<<<<<<<<', 'UO0030081NLD681116<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-02-02,2031-02-01,8586
Koskinen,Turunen,Uusitalo,M,Finland,FIN,Finnish,1993-07-22,EJ3661208,"['P<FINUUSITALO<<KOSKINEN<TURUNEN<<<<<<<<<<<<<<', 'EJ3661208FIN930722<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-09-11,2027-09-10,2880
Soto,Muñoz,Martín,M,Spain,ESP,Spanish,1963-11-22,HI2032120,"['P<ESPMARTÍN<<SOTO<MUÑOZ<<<<<<<<<<<<<<<<<<<<<<', 'HI2032120ESP631122<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-04-20,2034-04-19,3952
De Smet,Sanders,Wouters,M,Belgium,BEL,Belgian,1988-11-16,CS4478249,"['P<BELWOUTERS<<DE SMET<SANDERS<<<<<<<<<<<<<<<<', 'CS4478249BEL881116<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-03-11,2024-03-10,984
Legrand,David,Louis,M,Spain,FRA,Spanish,2003-03-19,QW4075416,"['P<FRALOUIS<<LEGRAND<DAVID<<<<<<<<<<<<<<<<<<<<', 'QW4075416FRA030319<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-01-03,2029-01-02,3532
María,Lucía,Romero,F,Switzerland,ESP,Swiss,1989-11-30,XQ2557060,"['P<ESPROMERO<<MARÍA<LUCÍA<<<<<<<<<<<<<<<<<<<<<', 'XQ2557060ESP891130<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-01-02,2030-01-01,9008
Anniina,Aurora,Järvinen,F,Finland,FIN,Finnish,1997-12-08,NJ7054858,"['P<FINJÄRVINEN<<ANNIINA<AURORA<<<<<<<<<<<<<<<<', 'NJ7054858FIN971208<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-09-06,2028-09-05,7192
Laura,Louise,Hansen,F,Denmark,DNK,Danish,1982-08-20,VE8317670,"['P<DNKHANSEN<<LAURA<LOUISE<<<<<<<<<<<<<<<<<<<<', 'VE8317670DNK820820<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-05-21,2033-05-20,6040
Hanna,Iiris,Rissanen,F,Finland,FIN,Finnish,1958-12-24,TD3575319,"['P<FINRISSANEN<<HANNA<IIRIS<<<<<<<<<<<<<<<<<<<', 'TD3575319FIN581224<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-11-03,2034-11-02,9834
Cecilia,Giovanna,Marini,F,Italy,ITA,Italian,1982-09-17,DG9606776,"['P<ITAMARINI<<CECILIA<GIOVANNA<<<<<<<<<<<<<<<<', 'DG9606776ITA820917<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-06-26,2029-06-25,4717
Fantini,Ferrari, Leonardi,M,Italy,ITA,Italian,1986-02-01,YY2155753,"['P<ITA LEONARDI<<FANTINI<FERRARI<<<<<<<<<<<<<<', 'YY2155753ITA860201<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-02-23,2027-02-22,1265
Ruotsalainen,Voutilainen,Koskinen,M,Finland,FIN,Finnish,1961-02-11,MJ9469813,"['P<FINKOSKINEN<<RUOTSALAINEN<VOUTILAINEN<<<<<<', 'MJ9469813FIN610211<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-06-16,2028-06-15,4525
Anaïs,Élise,Roose,F,Belgium,BEL,Belgian,1963-11-28,JI3808694,"['P<BELROOSE<<ANAÏS<ÉLISE<<<<<<<<<<<<<<<<<<<<<<', 'JI3808694BEL631128<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-08-18,2024-08-17,1057
Van den Berghe,Vandenberghe,Joris,M,Belgium,BEL,Belgian,1993-04-13,US9944774,"['P<BELJORIS<<VAN DEN BERGHE<VANDENBERGHE<<<<<<', 'US9944774BEL930413<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-03-13,2029-03-12,3700
Jansen,Janssen,Van den Berg,M,Netherlands,NLD,Dutch,1998-03-29,DO2302030,"['P<NLDVAN DEN BERG<<JANSEN<JANSSEN<<<<<<<<<<<<', 'DO2302030NLD980329<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-11-20,2029-11-19,6272
Willems,Vogel,Peeters,M,Netherlands,NLD,Dutch,1979-12-09,FB4716257,"['P<NLDPEETERS<<WILLEMS<VOGEL<<<<<<<<<<<<<<<<<<', 'FB4716257NLD791209<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-10-19,2030-10-18,4141
Louna,Louise,Roelandts,F,Belgium,BEL,Belgian,1978-10-29,IR6606977,"['P<BELROELANDTS<<LOUNA<LOUISE<<<<<<<<<<<<<<<<<', 'IR6606977BEL781029<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-10-12,2031-10-11,5093
Anna,Gisèle,Brunner,F,Switzerland,CHE,Swiss,1987-01-02,BY6987132,"['P<CHEBRUNNER<<ANNA<GISÈLE<<<<<<<<<<<<<<<<<<<<', 'BY6987132CHE870102<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-02-10,2033-02-09,1433
Guillaume,Simon,Lemaître,M,France,FRA,French,1965-09-10,OR3097550,"['P<FRALEMAÎTRE<<GUILLAUME<SIMON<<<<<<<<<<<<<<<', 'OR3097550FRA650910<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-07-12,2026-07-11,3364
Martin,Dubois,Thomas,M,France,FR,French,1955-02-05,VX9115125,"['P<FRATHOMAS<<MARTIN<DUBOIS<<<<<<<<<<<<<<<<<<<', 'VX9115125FRA550205<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-12-14,2029-12-13,6616
Ferrari, Leonardi,Lotti,M,Italy,ITA,Italian,1999-09-17,EV8749322,"['P<ITALOTTI<<FERRARI< LEONARDI<<<<<<<<<<<<<<<<', 'EV8749322ITA990917<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-03-02,2030-03-01,2084
Sofia,Katharina,Weber,F,Germany,DEU,German,1954-04-19,OG0931363,"['P<DEUWEBER<<SOFIA<KATHARINA<<<<<<<<<<<<<<<<<<', 'OG0931363DEU041954<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-02-06,2034-02-05,3156
Amélie,,Lambrechts,F,Belgium,BEL,Belgian,1998-09-20,OM3809605,"['P<BELLAMBRECHTS<<AMÉLIE<<<<<<<<<<<<<<<<<<<<<<', 'OM3809605BEL980920<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-01-23,2029-01-22,6424
Flore,Ingrid,Garcia,F,France,FRA,French,1975-01-12,ER6586583,"['P<FRAGARCIA<<FLORE<INGRID<<<<<<<<<<<<<<<<<<<<', 'ER6586583FRA750112<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-06-05,2030-06-04,4373
Aada,Laura,Laine,F,Finland,FIN,Finnish,1999-11-01,TE1684345,"['P<FINLAINE<<AADA<LAURA<<<<<<<<<<<<<<<<<<<<<<<', 'TE1684345FIN991101<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-02-20,2029-02-19,1601
Kaiser,Rieder,Huber,M,Austria,AUT,Austrian,1954-07-02,UF1488118,"['P<AUTHUBER<<KAISER<RIEDER<<<<<<<<<<<<<<<<<<<<', 'UF1488118AUT540702<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-09-14,2034-09-13,5067
Emma,,Huber,F,Switzerland,CHE,Swiss,1999-12-05,UG0482173,"['P<CHEHUBER<<EMMA<<<<<<<<<<<<<<<<<<<<<<<<<<<<<', 'UG0482173CHE991205<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-12-25,2031-12-24,4989
Juliette,Inès,Nicolas,F,France,FRA,French,1974-02-20,ZL7013401,"['P<FRANICOLAS<<JULIETTE<INÈS<<<<<<<<<<<<<<<<<<', 'ZL7013401FRA740220<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-08-11,2033-08-10,2242
Gruber,Kaiser,Brandstetter,M,Austria,AUT,Austrian,1977-03-16,GP2397800,"['P<AUTBRANDSTETTER<<GRUBER<KAISER<<<<<<<<<<<<<', 'GP2397800AUT770316<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-06-20,2027-06-19,8778
Lynn,Corinne,Gmür,F,Switzerland,CHE,Swiss,1999-04-23,SH0769514,"['P<CHEGMÜR<<LYNN<CORINNE<<<<<<<<<<<<<<<<<<<<<<', 'SH0769514CHE990423<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-09-30,2027-09-29,3390
Reiter,Mayr,Maier,,Denmark,AUT,Danish,2002-10-23,IM8940880,"['P<AUTMAIER<<REITER<MAYR<<<<<<<<<<<<<<<<<<<<<<', 'IM8940880AUT021023<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-07-26,2031-07-25,7730
Lang,Maier,Hofer,M,Austria,AUT,Austrian,1976-12-15,FP5460649,"['P<AUTHOFER<<LANG<MAIER<<<<<<<<<<<<<<<<<<<<<<<', 'FP5460649AUT761215<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-11-20,2033-11-19,9498
Bjerregaard,Larsen,Olsen,M,Denmark,DNK,Danish,1991-06-14,BZ2590533,"['P<DNKOLSEN<<BJERREGAARD<LARSEN<<<<<<<<<<<<<<<', 'BZ2590533DNK910614<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-03-30,2027-03-29,2070
Werner,Kammermann,Keller,M,Switzerland,CHE,Swiss,1966-02-17,WN7574535,"['P<CHEKELLER<<WERNER<KAMMERMANN<<<<<<<<<<<<<<<', 'WN7574535CHE660217<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-04-09,2031-04-08,528
Wagner,Lechner,Binder,M,Austria,AUT,Austrian,1990-11-16,CT5657597,"['P<AUTBINDER<<WAGNER<LECHNER<<<<<<<<<<<<<<<<<<', 'CT5657597AUT901116<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-04-28,2028-04-27,7502
Lambert,Renault,Lemaître,M,France,FRA,French,1966-03-28,JI5580169,"['P<FRALEMAÎTRE<<LAMBERT<RENAULT<<<<<<<<<<<<<<<', 'JI5580169FRA660328<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-08-07,2029-08-06,4387
Daniela,Idun,Oddershede,F,Denmark,DNK,Danish,1996-11-05,MV5799435,"['P<DNKODDERSHEDE<<DANIELA<IDUN<<<<<<<<<<<<<<<<', 'MV5799435DNK961105<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-09-07,2028-09-06,5255
Soto,García,Hernández,M,Spain,ESP,Spanish,1979-07-12,KD2930847,"['P<ESPHERNÁNDEZ<<SOTO<GARCÍA<<<<<<<<<<<<<<<<<<', 'KD2930847ESP790712<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-10-27,2028-10-26,24
Jansen,Brinkman,Visser,M,Netherlands,NLD,Dutch,1954-11-01,SZ5499764,"['P<NLDVISSER<<JANSEN<BRINKMAN<<<<<<<<<<<<<<<<<', 'SZ5499764NLD541101<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-12-04,2029-12-03,970
Tiainen,Tolvanen,Peltola,M,Finland,FIN,Finnish,2001-08-08,VH5179298,"['P<FIPELTOLA<<TIAINEN<TOLVANEN<<<<<<<<<<<<<<<<', 'VH5179298FI010808<<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-05-19,2030-05-18,6888
Élodie,Daphné,Raes,F,Belgium,BEL,Belgian,1965-07-14,RT7898532,"['P<BELRAES<<ÉLODIE<DAPHNÉ<<<<<<<<<<<<<<<<<<<<<', 'RT7898532BEL650714<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2018-04-06,2025-04-05,2414
Vilma,Ella,Ahonen,F,Finland,FIN,Finnish,1976-11-08,QS8452246,"['P<FINAHONEN<<VILMA<ELLA<<<<<<<<<<<<<<<<<<<<<<', 'QS8452246FIN761108<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-11-20,2031-11-19,8912
Mattila,Paananen,Hiltunen,M,Finland,FIN,Finnish,1994-11-09,RL3906117,"['P<FINHILTUNEN<<MATTILA<PAANANEN<<<<<<<<<<<<<<', 'RL3906117FIN941109<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-05-10,2033-05-09,7166
Daniela,Lucía,Castro,F,Spain,ESP,Spanish,1956-12-21,HA8826899,"['P<ESPCASTRO<<DANIELA<LUCÍA<<<<<<<<<<<<<<<<<<<', 'HA8826899ESP561221<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-07-09,2033-07-08,5631
Beatrix,Petra,Fischer,F,Austria,AUT,Austrian,1957-03-02,CR6951879,"['P<AUTFISCHER<<BEATRIX<PETRA<<<<<<<<<<<<<<<<<<', 'CR6951879AUT570302<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-07-20,2033-07-19,1291
Nina,Sophia,Ackermann,F,Switzerland,CHE,Swiss,1985-10-09,WQ0606437,"['P<CHEACKERMANN<<NINA<SOPHIA<<<<<<<<<<<<<<<<<<', 'WQ0606437CHE851009<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-12-18,2032-12-17,5403
Joséphine,Hortense,Goossens,F,Belgium,BEL,Belgian,1989-10-04,FT0450936,"['P<BELGOOSSENS<<JOSÉPHINE<HORTENSE<<<<<<<<<<<<', 'FT0450936BEL891004<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-05-03,2026-05-02,2626
Janneke,Eva,Stam,F,Netherlands,NLD,Dutch,2003-05-16,WR8391544,"['P<NLDSTAM<<JANNEKE<EVA<<<<<<<<<<<<<<<<<<<<<<<', 'WR8391544NLD030516<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-08-13,2029-08-12,7354
Emanuela,Gabriella,Livi,F,Italy,ITA,Italian,1973-12-03,CU6984366,"['P<ITAEMANUELA<<LIVI<GABRIELLA<<<<<<<<<<<<<<<<', 'CU6984366ITA730314<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-02-08,2034-02-07,6286
Renate,Monika,Binder,F,Austria,AUT,Austrian,1980-02-18,IJ8355564,"['P<AUTBINDER<<RENATE<MONIKA<<<<<<<<<<<<<<<<<<<', 'IJ8355564AUT800218<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-09-28,2033-09-27,9453
Tanja,Sophia,Weber,F,Austria,AUT,Austrian,1975-12-22,NK4311481,"['P<AUTWEBER<<TANJA<SOPHIA<<<<<<<<<<<<<<<<<<<<<', 'NK4311481AUT751222<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-07-29,2032-07-28,8581
Højgaard,Petersen,Andersen,M,Denmark,DNK,Danish,1973-03-15,ZJ3481791,"['P<DNKANDERSEN<<HØJGAARD<PETERSEN<<<<<<<<<<<<<', 'ZJ3481791DNK730315<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-05-21,2026-05-20,3169
Ramos,Sánchez,Pérez,M,Spain,ESP,Spanish,1978-09-18,FQ6826035,"['P<ESPPÉREZ<<RAMOS<SÁNCHEZ<<<<<<<<<<<<<<<<<<<<', 'FQ6826035ESP780918<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2016-09-04,2026-09-03,2887
Knudsen,Bjerregaard,Krog,M,Denmark,DNK,Danish,2000-12-21,CF8033535,"['P<DNKKROG<<KNUDSEN<BJERREGAARD<<<<<<<<<<<<<<<', 'CF8033535DNK001221<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-07-24,2027-07-23,3955
Verhoeven,Kuipers,Van Dijk,M,Netherlands,NLD,Dutch,1965-10-30,SM3747012,"['P<NLDVAN DIJK<<KUIPERS<VERHOEVEN<<<<<<<<<<<<<', 'SM3747012NLD651030<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-04-01,2031-03-31,9661
Hedwig,Sofia,Müller,F,Germany,DEU,German,1974-04-11,OJ8369592,"['P<DEUMÜLLER<<SOFIA<HEDWIG<<<<<<<<<<<<<<<<<<<<', 'OJ8369592DEU740411<<<<<<<<<<<<<<<<<<<<<<<<<<<']",1965-01-08,1975-01-07,2289
Kaisa,Heta,Miettinen,F,Finland,FIN,Finnish,1956-09-26,PL0667645,"['P<FINMIETTINEN<<KAISA<HETA<<<<<<<<<<<<<<<<<<<', 'PL0667645FIN560926<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-06-30,2032-06-29,6629
Maja,Tanja,Gruber,F,Austria,AUT,Austrian,1966-12-20,ER7154049,"['P<AUTGRUBER<<MAJA<TANJA<<<<<<<<<<<<<<<<<<<<<<', 'ER7154049AUT661220<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-03-10,2034-03-09,4942
Neumann,Hoffmann,Schmidt,M,Germany,DEU,German,1962-09-19,EU0772466,"['P<DEUSCHMIDT<<NEUMANN<HOFFMANN<<<<<<<<<<<<<<<', 'EU0772466DEU620919<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-07-08,2034-07-07,5890
Alma,Agnes,Nielsen,F,Denmark,DNK,Danish,1976-04-15,HY5260882,"['P<DNKNIELSEN<<ALMA<AGNES<<<<<<<<<<<<<<<<<<<<<', 'HY5260882DNK760415<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-01-18,2031-01-17,9205
Helmi,Liisa,Salo,F,Finland,FIN,Finnish,1978-07-13,JR6459739,"['P<FINSALO<<HELMI<LIISA<<<<<<<<<<<<<<<<<<<<<<<', 'JR6459739FIN780713<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-11-15,2030-11-14,1854
Hagenbuch,Gasser,Lehmann,M,Switzerland,CHE,Swiss,1987-05-28,SJ4522216,"['P<CHELEHMANN<<HAGENBUCH<GASSER<<<<<<<<<<<<<<<', 'SJ4522216CHE870528<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2020-03-01,2030-02-28,1068
Sabrina,Renate,Lechner,F,Austria,AUT,Austrian,1962-07-17,NB4212011,"['P<AUTLECHNER<<SABRINA<RENATE<<<<<<<<<<<<<<<<<', 'NB4212011AUT620717<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-10-28,2032-10-27,4728
Guillaume,David,Moreau,M,France,FRA,French,1975-03-21,GH5041647,"['P<FRAMOREAU<<GUILLAUME<DAVID<<<<<<<<<<<<<<<<<', 'GH5041647FRA750321<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2024-08-19,2034-08-18,7991
Antonia,,Conti,F,Italy,ITA,Italian,1979-01-31,TX5852496,"['P<ITACONTI<<ANTONIA<<<<<<<<<<<<<<<<<<<<<<<<<<', 'TX5852496ITA790131<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-10-14,2033-10-13,6843
Mertens,Thiry,Michiels,M,Belgium,BEL,Belgian,1962-10-21,TA9211529,"['P<BELMICHIELS<<MERTENS<THIRY<<<<<<<<<<<<<<<<<', 'TA9211529BEL621021<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-11-02,2029-11-01,9037
Mikkelsen,Nielsen,Krog,M,Denmark,DNK,Danish,1957-08-31,LX8405822,"['P<DNKKROG<<MIKKELSEN<NIELSEN<<<<<<<<<<<<<<<<<', 'LX8405822DNK570831<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2019-04-11,2029-04-10,187
Visser,Veenhoven,Willems,M,Netherlands,NLD,Dutch,1994-12-19,HE1605932,"['P<NLDWILLEMS<<VISSER<VEENHOVEN<<<<<<<<<<<<<<<', 'HE1605932NLD941219<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-06-24,2032-06-23,8323
Lea,Fiona,Graf,F,Austria,AUT,Austrian,1984-10-22,XN4865903,"['P<AUTGRAF<<LEA<FIONA<<<<<<<<<<<<<<<<<<<<<<<<<', 'XN4865903AUT841022<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2022-07-22,2032-07-21,2619
Sophia,Lea,Koller,F,Austria,AUT,Austrian,1973-11-20,MJ9396482,"['P<AUTKOLLER<<SOPHIA<LEA<<<<<<<<<<<<<<<<<<<<<<', 'MJ9396482AUT731120<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2021-03-15,2031-03-14,341
Heidi,Sabrina,Huber,F,Austria,AUT,Austrian,1965-08-31,KT4678206,"['P<AUTHUBER<<HEIDI<SABRINA<<<<<<<<<<<<<<<<<<<<', 'KT4678206AUT650831<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2023-08-31,2033-08-30,8111
Melanie,Beatrix,Weber,F,Austria,AUT,Austrian,1999-09-19,RH6110172,"['P<AUTWEBER<<MELANIE<BEATRIX<<<<<<<<<<<<<<<<<<', 'RH6110172AUT990919<<<<<<<<<<<<<<<<<<<<<<<<<<<']",2017-06-20,2027-06-19,7965
